n;Lista wiązana;Tablica dynamiczna
756;691;531
757;461;531
758;460;491
759;451;521
760;461;521
761;451;541
762;471;531
763;471;561
764;461;551
765;450;572
766;461;511
767;451;591
768;390;490
769;390;500
770;401;501
771;391;501
772;391;501
773;401;501
774;401;501
775;391;501
776;391;511
777;401;511
778;401;511
779;401;511
780;390;501
781;400;511
782;401;511
783;401;511
784;401;511
785;401;511
786;401;511
787;401;511
788;400;511
789;401;511
790;401;511
791;401;511
792;401;521
793;400;511
794;401;511
795;411;511
796;401;511
797;411;521
798;400;510
799;411;521
800;411;521
801;401;521
802;410;521
803;411;521
804;411;521
805;410;521
806;411;521
807;411;521
808;410;521
809;371;460
810;371;471
811;411;521
812;411;531
813;421;521
814;411;521
815;410;521
816;421;531
817;411;521
818;410;531
819;411;531
820;421;531
821;411;531
822;421;531
823;421;531
824;441;531
825;521;531
826;441;541
827;440;531
828;441;541
829;430;542
830;441;541
831;440;541
832;441;541
833;440;542
834;441;541
835;440;541
836;441;541
837;441;541
838;441;541
839;441;541
840;441;541
841;451;541
842;440;541
843;441;541
844;451;541
845;441;541
846;441;541
847;440;551
848;451;551
849;441;551
850;450;551
851;451;551
852;451;551
853;451;551
854;441;551
855;451;551
856;450;551
857;451;551
858;451;561
859;450;551
860;451;551
861;451;551
862;451;561
863;451;561
864;451;551
865;451;561
866;451;561
867;461;561
868;451;561
869;451;561
870;461;561
871;460;562
872;461;561
873;461;561
874;451;561
875;461;571
876;460;561
877;461;561
878;461;571
879;461;571
880;461;571
881;461;561
882;461;561
883;460;572
884;471;571
885;391;471
886;391;481
887;471;571
888;471;571
889;461;571
890;471;571
891;471;581
892;471;581
893;471;581
894;471;581
895;471;581
896;461;571
897;471;581
898;471;581
899;471;571
900;471;581
901;471;581
902;471;581
903;471;581
904;471;581
905;471;581
906;471;581
907;481;581
908;471;591
909;471;591
910;481;581
911;471;591
912;481;591
913;351;441
914;350;450
915;481;591
916;470;592
917;481;591
918;481;591
919;481;591
920;481;591
921;481;591
922;491;591
923;481;592
924;480;601
925;481;601
926;481;601
927;491;591
928;481;591
929;481;602
930;481;591
931;491;601
932;491;601
933;491;601
934;480;601
935;481;601
936;471;611
937;120;141
938;120;140
939;491;611
940;491;601
941;481;601
942;491;611
943;491;611
944;491;611
945;491;611
946;491;611
947;491;611
948;491;611
949;491;611
950;491;611
951;491;612
952;491;611
953;591;611
954;491;611
955;491;611
956;501;622
957;491;621
958;491;621
959;490;611
960;491;611
961;501;612
962;491;611
963;491;611
964;491;621
965;501;621
966;501;621
967;501;621
968;491;622
969;491;621
970;501;622
971;501;621
972;501;632
973;501;631
974;511;622
975;501;631
976;511;632
977;501;631
978;511;632
979;501;631
980;500;621
981;511;631
982;511;631
983;501;631
984;501;631
985;501;642
986;511;631
987;500;631
988;511;631
989;501;631
990;501;642
991;602;671
992;601;681
993;571;692
994;561;651
995;592;711
996;591;691
997;591;701
998;571;651
999;571;641
1000;652;651
1001;500;641
1002;501;641
1003;501;651
1004;501;651
1005;511;652
1006;511;651
1007;511;641
1008;511;651
1009;511;652
1010;511;651
1011;30;30
1012;40;30
1013;521;652
1014;511;651
1015;511;661
1016;511;661
1017;511;651
1018;511;652
1019;521;662
1020;521;661
1021;521;661
1022;6953;691
1023;521;661
1024;511;662
1025;521;662
1026;521;661
1027;521;661
1028;521;671
1029;521;661
1030;521;671
1031;521;661
1032;520;671
1033;521;662
1034;521;662
1035;521;672
1036;521;672
1037;521;662
1038;521;672
1039;521;672
1040;521;672
1041;521;672
1042;521;672
1043;521;671
1044;531;682
1045;521;671
1046;531;671
1047;531;671
1048;531;682
1049;531;672
1050;531;682
1051;531;682
1052;531;682
1053;531;672
1054;531;682
1055;531;681
1056;532;681
1057;531;671
1058;541;681
1059;531;681
1060;531;681
1061;541;681
1062;531;682
1063;541;682
1064;531;682
1065;541;691
1066;541;691
1067;541;691
1068;541;691
1069;541;692
1070;541;692
1071;531;681
1072;541;681
1073;541;691
1074;541;691
1075;541;692
1076;551;691
1077;541;691
1078;541;691
1079;541;692
1080;541;702
1081;551;691
1082;541;691
1083;541;702
1084;551;702
1085;541;691
1086;541;691
1087;551;702
1088;551;701
1089;551;701
1090;551;702
1091;551;701
1092;551;701
1093;541;702
1094;552;701
1095;551;701
1096;551;702
1097;551;711
1098;551;711
1099;551;712
1100;561;711
1101;551;702
1102;562;711
1103;551;701
1104;551;712
1105;551;701
1106;551;712
1107;561;711
1108;551;722
1109;561;711
1110;551;711
1111;552;711
1112;561;711
