n;Lista wiązana;Tablica dynamiczna
48915;130909;30
48914;130919;40
48913;134626;30
48912;130848;30
48911;130908;160
48910;132361;30
48909;130828;30
48908;131580;40
48907;137411;30
48906;131660;30
48905;138984;20
48904;133063;30
48903;140266;20
48902;133103;30
48901;138092;20
48900;134195;40
48899;131440;30
48898;153852;20
48897;135066;31
48896;152379;30
48895;145486;4799
48894;132461;30
48893;130808;30
48892;130779;30
48891;141439;30
48890;130799;30
48889;130909;30
48888;130758;30
48887;130818;20
48886;130858;40
48885;130728;20
48884;130809;40
48883;134626;20
48882;130879;40
48881;130758;30
48880;139615;30
48879;130297;170
48878;130678;30
48877;130868;30
48876;130368;30
48875;134635;30
48874;130848;30
48873;130447;30
48872;130698;30
48871;130799;30
48870;130438;30
48869;130819;30
48868;135317;30
48867;130728;20
48866;130778;41
48865;130778;30
48864;130718;30
48863;130738;340
48862;130818;30
48861;130597;30
48860;134615;40
48859;130748;30
48858;130768;30
48857;130738;30
48856;130718;30
48855;130728;30
48854;130819;30
48853;134225;30
48852;130749;40
48851;130648;30
48850;130718;40
48849;130638;30
48848;130748;30
48847;130698;150
48846;130677;40
48845;134505;30
48844;130989;30
48843;135588;20
48842;131579;30
48841;130658;20
48840;130408;40
48839;130448;20
48838;135266;30
48837;131049;30
48836;130678;30
48835;130538;20
48834;130518;30
48833;130768;30
48832;130668;20
48831;130728;421
48830;134585;41
48829;130598;30
48828;130178;30
48827;130488;30
48826;130668;30
48825;130417;30
48824;130698;40
48823;131159;30
48822;134385;30
48821;130688;20
48820;130608;20
48819;130507;20
48818;130678;20
48817;130467;20
48816;130618;30
48815;134205;30
48814;130608;20
48813;130137;30
48812;130478;30
48811;130567;31
48810;130437;30
48809;130618;30
48808;130568;20
48807;134164;40
48806;130618;30
48805;130587;30
48804;130638;30
48803;130538;20
48802;130608;30
48801;130598;20
48800;130648;30
48799;135527;30
48798;130137;20
48797;130588;30
48796;130598;30
48795;130498;20
48794;130318;30
48793;130578;40
48792;134244;30
48791;130428;20
48790;130478;30
48789;130248;30
48788;130257;31
48787;130417;30
48786;130428;30
48785;130468;30
48784;134305;30
48783;129896;261
48782;130498;20
48781;130537;30
48780;130558;30
48779;130548;20
48778;130457;30
48777;133954;30
48776;130507;30
48775;130477;30
48774;130588;30
48773;130568;30
48772;130006;30
48771;130217;30
48770;131128;30
48769;134145;20
48768;130558;20
48767;130377;30
48766;130537;21
48765;130578;40
48764;130458;30
48763;130037;30
48762;130548;20
48761;134245;30
48760;130377;30
48759;130357;30
48758;130267;30
48757;130338;30
48756;130468;30
48755;130418;20
48754;134084;30
48753;130497;30
48752;130307;30
48751;130087;30
48750;130338;30
48749;130247;30
48748;130387;30
48747;130367;20
48746;133694;30
48745;130057;20
48744;130287;30
48743;130368;30
48742;130448;20
48741;131539;30
48740;130327;30
48739;134355;30
48738;130368;30
48737;130248;40
48736;130458;30
48735;130348;220
48734;130136;20
48733;130337;30
48732;130377;30
48731;134245;40
48730;130408;20
48729;130478;30
48728;130307;20
48727;130458;20
48726;130287;30
48725;130117;30
48724;130267;30
48723;134174;30
48722;130407;31
48721;130407;30
48720;130428;30
48719;130358;160
48718;130378;30
48717;130408;30
48716;133894;30
48715;130388;40
48714;130287;30
48713;130388;20
48712;130217;30
48711;130407;30
48710;130307;30
48709;130327;30
48708;134194;30
48707;130227;20
48706;129896;30
48705;130337;40
48704;130197;30
48703;130077;221
48702;130388;30
48701;130217;30
48700;134114;31
48699;130327;30
48698;130307;30
48697;130227;30
48696;131118;30
48695;130367;30
48694;130307;30
48693;133183;30
48692;130257;31
48691;130057;30
48690;129827;30
48689;130157;30
48688;130277;30
48687;129926;30
48686;130057;40
48685;134095;30
48684;130027;30
48683;130297;30
48682;131048;30
48681;129947;30
48680;130267;40
48679;130287;30
48678;129956;30
48677;134305;40
48676;130318;30
48675;129897;30
48674;130348;30
48673;130268;30
48672;130207;30
48671;130297;231
48670;134105;30
48669;129867;20
48668;130197;30
