n;Lista wiązana;Tablica dynamiczna
1271;50;2565
1272;50;2585
1273;50;2574
1274;50;2595
1275;50;2595
1276;50;2565
1277;50;2575
1278;60;2595
1279;50;2585
1280;50;2635
1281;50;2585
1282;50;2585
1283;50;2605
1284;50;2605
1285;60;2595
1286;50;2615
1287;50;2615
1288;50;2585
1289;50;2615
1290;50;2635
1291;50;2605
1292;50;2605
1293;50;2635
1294;50;2605
1295;50;2655
1296;60;2635
1297;60;2625
1298;51;2625
1299;50;2615
1300;50;2645
1301;50;2615
1302;50;2645
1303;15469;2646
1304;80;2625
1305;50;2655
1306;50;2645
1307;50;2635
1308;50;2615
1309;50;2645
1310;50;2635
1311;51;2645
1312;60;2645
1313;50;2645
1314;50;2665
1315;50;2665
1316;60;2635
1317;50;2665
1318;50;2685
1319;50;2645
1320;61;2705
1321;50;2665
1322;50;2675
1323;50;2685
1324;50;2675
1325;50;2665
1326;50;3847
1327;51;2705
1328;60;2665
1329;50;2685
1330;50;2685
1331;50;2675
1332;50;2685
1333;51;2685
1334;50;2696
1335;50;2695
1336;50;2705
1337;50;2705
1338;50;2675
1339;50;2675
1340;60;2695
1341;50;2695
1342;50;2725
1343;50;2725
1344;50;2705
1345;50;2725
1346;50;2715
1347;51;2735
1348;50;2725
1349;50;2726
1350;50;2726
1351;50;2735
1352;50;2725
1353;50;2735
1354;50;2735
1355;50;2725
1356;50;2745
1357;50;2725
1358;50;2735
1359;50;2755
1360;51;2755
1361;51;2725
1362;50;2725
1363;50;2756
1364;50;2756
1365;50;2746
1366;50;2766
1367;50;2766
1368;50;2796
1369;50;2766
1370;50;2746
1371;50;2756
1372;50;2775
1373;50;2755
1374;50;2765
1375;50;2765
1376;50;2785
1377;120;3026
1378;100;3036
1379;130;2896
1380;91;2945
1381;90;2946
1382;100;3046
1383;100;3396
1384;111;3957
1385;110;3937
1386;90;3557
1387;100;3968
1388;100;3968
1389;111;3657
1390;110;4088
1391;120;3988
1392;100;3947
1393;110;4087
1394;101;3747
1395;110;3076
1396;110;3096
1397;120;3186
1398;100;3136
1399;110;3226
1400;110;3156
1401;61;2825
1402;50;2865
1403;60;2835
1404;50;2845
1405;50;2876
1406;50;2856
1407;50;2855
1408;51;2845
1409;60;2855
1410;50;2846
1411;50;2846
1412;60;2846
1413;50;2835
1414;51;2865
1415;50;2865
1416;50;2865
1417;50;2845
1418;50;2866
1419;50;2896
1420;51;40597
1421;140;3056
1422;80;3056
1423;100;3096
1424;90;2955
1425;90;3126
1426;100;3096
1427;60;2906
1428;50;2876
1429;51;2875
1430;50;2895
1431;3717;2956
1432;60;2916
